scientificname,sources,n_rows,is_genus_placeholder,is_non_binomial,taxonomy_source,filter_level_used,status,accepted_name,aphia_id,gbif_key,rank_resolved,resolved_kingdom,resolved_phylum,resolved_class,resolved_order,resolved_family,resolved_genus,habitat,source_taxonomy_kingdom,source_taxonomy_phylum,source_taxonomy_class,source_taxonomy_order,source_taxonomy_family,source_taxonomy_genus,hierarchy_match,taxonomy_provenance,manual_correction_applied,manual_corrected_query_name,manual_correction_note
Oryzias melastigma,"anztox,envirotox,wqbench",1409,FALSE,FALSE,wqbench,phylum,exact_filtered,Oryzias melastigma,315132,NA,Species,Animalia,Chordata,Teleostei,Beloniformes,Adrianichthyidae,Oryzias,brackish|freshwater,Animalia,Chordata,Actinopterygii,Beloniformes,Adrianichthyidae,Oryzias,TRUE,worms_full,FALSE,NA,NA
Salmo trutta,"anztox,envirotox,wqbench",1369,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Salmo trutta,127187,NA,Species,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salmo,marine|brackish|freshwater,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,TRUE,worms_full,FALSE,NA,NA
Clarias gariepinus,"envirotox,wqbench",1363,FALSE,FALSE,wqbench,phylum,exact_filtered,Clarias gariepinus,888192,NA,Species,Animalia,Chordata,Teleostei,Siluriformes,Clariidae,Clarias,freshwater,Animalia,Chordata,Actinopterygii,Siluriformes,Clariidae,Clarias,TRUE,worms_full,FALSE,NA,NA
Morone saxatilis,"anztox,envirotox,wqbench",1353,FALSE,FALSE,wqbench,phylum,exact_filtered,Morone saxatilis,151179,NA,Species,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Moronidae,Morone,marine|brackish|freshwater,Animalia,Chordata,Actinopterygii,Perciformes,Moronidae,Morone,TRUE,worms_full,FALSE,NA,NA
Scenedesmus acutus var. acutus,"envirotox,wqbench",1270,FALSE,TRUE,wqbench,none,gbif_resolved,Scenedesmus acutus acutus,NA,7258742,VARIETY,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Tetradesmus,NA,Plantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,TRUE,gbif_full,FALSE,NA,NA
Culex quinquefasciatus,"envirotox,wqbench",1230,FALSE,FALSE,wqbench,class,exact_filtered,Culex quinquefasciatus,1490816,NA,Species,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,terrestrial,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,TRUE,worms_full,FALSE,NA,NA
Oncorhynchus tshawytscha,"anztox,envirotox,wqbench",1191,FALSE,FALSE,wqbench,phylum,exact_filtered,Oncorhynchus tshawytscha,158075,NA,Species,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,marine|brackish|freshwater,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,TRUE,worms_full,FALSE,NA,NA
Tetrahymena pyriformis,"anztox,envirotox,wqbench",1191,FALSE,FALSE,wqbench,phylum,exact_filtered,Tetrahymena pyriformis,417477,NA,Species,Chromista,Ciliophora,Oligohymenophorea,Tetrahymenida,Tetrahymenidae,Tetrahymena,freshwater,Animalia,Ciliophora,Ciliatea,Hymenostomatida,Tetrahymenidae,Tetrahymena,TRUE,worms_full,FALSE,NA,NA
Tubifex tubifex,"anztox,envirotox,wqbench",1185,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Tubifex tubifex,137569,NA,Species,Animalia,Annelida,Clitellata,Tubificida,Naididae,Tubifex,marine|freshwater,Animalia,Annelida,Oligochaeta,Haplotaxida,Naididae,Tubifex,TRUE,worms_full,FALSE,NA,NA
Dugesia japonica,"envirotox,wqbench",1167,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Dugesia japonica,484630,NA,Species,Animalia,Platyhelminthes,NA,Tricladida,Dugesiidae,Dugesia,freshwater,Animalia,Platyhelminthes,Turbellaria,Tricladida,Planariidae,Dugesia,TRUE,worms_full,FALSE,NA,NA
Palaemon pugio,wqbench,1137,FALSE,FALSE,wqbench,class,exact_filtered,Palaemon pugio,932401,NA,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,brackish|freshwater,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,TRUE,worms_full,FALSE,NA,NA
Selenastrum capricornutum,"anztox,wqbench",1085,FALSE,FALSE,wqbench,class,exact_filtered,Selenastrum capricornutum,578370,NA,Species,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Selenastrum,freshwater,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Selenastrum,TRUE,worms_full,FALSE,NA,NA
Oncorhynchus clarkii,"anztox,envirotox,wqbench",1082,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Oncorhynchus clarkii,274347,NA,Species,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,marine|brackish|freshwater,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,TRUE,worms_full,FALSE,NA,NA
Procambarus clarkii,"envirotox,wqbench",1078,FALSE,FALSE,wqbench,class,exact_filtered,Procambarus clarkii,465540,NA,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,brackish|freshwater,Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,TRUE,worms_full,FALSE,NA,NA
Cirrhinus mrigala,"anztox,envirotox,wqbench",1077,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Cirrhinus mrigala,314143,NA,Species,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cirrhinus,freshwater,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cirrhinus,TRUE,worms_full,FALSE,NA,NA
Myriophyllum spicatum,"anztox,wqbench",1072,FALSE,FALSE,wqbench,class,exact_filtered,Myriophyllum spicatum,416205,NA,Species,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Haloragaceae,Myriophyllum,brackish|freshwater,Plantae,Magnoliophyta,Magnoliopsida,Haloragales,Haloragaceae,Myriophyllum,FALSE,worms_full,FALSE,NA,NA
Myriophyllum sibiricum,wqbench,1063,FALSE,FALSE,wqbench,class,exact_filtered,Myriophyllum sibiricum,593221,NA,Species,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Haloragaceae,Myriophyllum,freshwater,Plantae,Magnoliophyta,Magnoliopsida,Haloragales,Haloragaceae,Myriophyllum,FALSE,worms_full,FALSE,NA,NA
Chironomus tentans,"anztox,envirotox,wqbench",1053,FALSE,FALSE,wqbench,none,gbif_resolved,Chironomus tentans,NA,1448530,SPECIES,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,TRUE,gbif_full,FALSE,NA,NA
Rasbora heteromorpha,"anztox,envirotox,wqbench",1009,FALSE,FALSE,wqbench,exact_name_priority,exact_unaccepted_filtered,Trigonostigma heteromorpha,1471209,NA,Species,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Rasbora,freshwater,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Rasbora,TRUE,worms_full,FALSE,NA,NA
Clarias batrachus,"anztox,envirotox,wqbench",980,FALSE,FALSE,wqbench,phylum,exact_filtered,Clarias batrachus,280201,NA,Species,Animalia,Chordata,Teleostei,Siluriformes,Clariidae,Clarias,brackish|freshwater,Animalia,Chordata,Actinopterygii,Siluriformes,Clariidae,Clarias,TRUE,worms_full,FALSE,NA,NA
Crassostrea gigas,"anztox,envirotox,wqbench",980,FALSE,FALSE,wqbench,class,exact_unaccepted_filtered,Magallana gigas,140656,NA,Species,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,marine,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,TRUE,worms_full,FALSE,NA,NA
Lymnaea stagnalis,"anztox,envirotox,wqbench",961,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Lymnaea stagnalis,181582,NA,Species,Animalia,Mollusca,Gastropoda,NA,Lymnaeidae,Lymnaea,brackish|freshwater,Animalia,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,Lymnaea,TRUE,worms_full,FALSE,NA,NA
Mytilus edulis,"anztox,envirotox,wqbench",931,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Mytilus edulis,140480,NA,Species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,marine,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Mytilus,TRUE,worms_full,FALSE,NA,NA
Dreissena polymorpha,"anztox,envirotox,wqbench",930,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Dreissena polymorpha,181566,NA,Species,Animalia,Mollusca,Bivalvia,Myida,Dreissenidae,Dreissena,brackish|freshwater,Animalia,Mollusca,Bivalvia,Veneroida,Dreissenidae,Dreissena,TRUE,worms_full,FALSE,NA,NA
Chironomus dilutus,"anztox,envirotox,wqbench",892,FALSE,FALSE,wqbench,none,gbif_resolved,Chironomus dilutus,NA,1448374,SPECIES,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,TRUE,gbif_full,FALSE,NA,NA
Macrobrachium rosenbergii,"envirotox,wqbench",856,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Macrobrachium rosenbergii,220137,NA,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,brackish|freshwater,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,TRUE,worms_full,FALSE,NA,NA
Chlamydomonas reinhardtii,"anztox,envirotox,wqbench",831,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Chlamydomonas reinhardtii,608420,NA,Species,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,freshwater,Plantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,TRUE,worms_full,FALSE,NA,NA
Anguilla anguilla,"anztox,envirotox,wqbench",821,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Anguilla anguilla,126281,NA,Species,Animalia,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,marine|brackish|freshwater,Animalia,Chordata,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,TRUE,worms_full,FALSE,NA,NA
Gasterosteus aculeatus,"anztox,envirotox,wqbench",818,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Gasterosteus aculeatus,126505,NA,Species,Animalia,Chordata,Teleostei,Perciformes,Gasterosteidae,Gasterosteus,marine|brackish|freshwater,Animalia,Chordata,Actinopterygii,Gasterosteiformes,Gasterosteidae,Gasterosteus,TRUE,worms_full,FALSE,NA,NA
Gammarus pulex,"anztox,envirotox,wqbench",816,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Gammarus pulex,234074,NA,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,freshwater,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,TRUE,worms_full,FALSE,NA,NA
Artemia salina,"anztox,envirotox,wqbench",809,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Artemia salina,480246,NA,Species,Animalia,Arthropoda,Branchiopoda,Anostraca,Artemiidae,Artemia,brackish,Animalia,Arthropoda,Branchiopoda,Anostraca,Artemiidae,Artemia,TRUE,worms_full,FALSE,NA,NA
Rivulus marmoratus,"envirotox,wqbench",798,FALSE,FALSE,wqbench,exact_name_priority,exact_unaccepted_filtered,Kryptolebias marmoratus,282624,NA,Species,Animalia,Chordata,Teleostei,Cyprinodontiformes,Rivulidae,Rivulus,brackish|freshwater,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Aplocheilidae,Rivulus,TRUE,worms_full,FALSE,NA,NA
Tigriopus japonicus,"anztox,envirotox,wqbench",798,FALSE,FALSE,wqbench,phylum,exact_filtered,Tigriopus japonicus,356169,NA,Species,Animalia,Arthropoda,Copepoda,Harpacticoida,Harpacticidae,Tigriopus,marine,Animalia,Arthropoda,Maxillopoda,Harpacticoida,Harpacticidae,Tigriopus,TRUE,worms_full,FALSE,NA,NA
Scenedesmus quadricauda,"anztox,envirotox,wqbench",787,FALSE,FALSE,wqbench,none,ambiguous_after_filter,NA,NA,NA,NA,Plantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,NA,Plantae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Scenedesmus,NA,ambiguous_partial,FALSE,NA,NA
Micropterus salmoides,"anztox,envirotox,wqbench",776,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Micropterus salmoides,151295,NA,Species,Animalia,Chordata,Teleostei,Centrarchiformes,Centrarchidae,Micropterus,freshwater,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,TRUE,worms_full,FALSE,NA,NA
Tetrahymena thermophila,"envirotox,wqbench",769,FALSE,FALSE,wqbench,none,gbif_resolved,Tetrahymena thermophila,NA,10229378,SPECIES,Chromista,Ciliophora,Oligohymenophorea,Hymenostomatida,Tetrahymenidae,Tetrahymena,NA,Animalia,Ciliophora,Ciliatea,Hymenostomatida,Tetrahymenidae,Tetrahymena,TRUE,gbif_full,FALSE,NA,NA
Chironomus plumosus,"anztox,envirotox,wqbench",763,FALSE,FALSE,wqbench,class,exact_filtered,Chironomus plumosus,955291,NA,Species,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,brackish|freshwater|terrestrial,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,TRUE,worms_full,FALSE,NA,NA
Salvelinus namaycush,"anztox,envirotox,wqbench",754,FALSE,FALSE,wqbench,phylum,exact_filtered,Salvelinus namaycush,567548,NA,Species,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus,freshwater,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,TRUE,worms_full,FALSE,NA,NA
Gammarus fasciatus,"anztox,envirotox,wqbench",749,FALSE,FALSE,wqbench,class,exact_filtered,Gammarus fasciatus,158092,NA,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,freshwater,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,TRUE,worms_full,FALSE,NA,NA
Xenopus tropicalis,wqbench,708,FALSE,FALSE,wqbench,none,gbif_resolved,Xenopus tropicalis,NA,8784293,SPECIES,Animalia,Chordata,Amphibia,Anura,Pipidae,Xenopus,NA,Animalia,Chordata,Amphibia,Anura,Pipidae,Xenopus,TRUE,gbif_full,FALSE,NA,NA
Ceratophyllum demersum,"anztox,wqbench",697,FALSE,FALSE,wqbench,class,exact_filtered,Ceratophyllum demersum,416204,NA,Species,Plantae,Tracheophyta,Magnoliopsida,Ceratophyllales,Ceratophyllaceae,Ceratophyllum,brackish|freshwater,Plantae,Magnoliophyta,Magnoliopsida,Nymphaeales,Ceratophyllaceae,Ceratophyllum,FALSE,worms_full,FALSE,NA,NA
Perca flavescens,"anztox,envirotox,wqbench",694,FALSE,FALSE,wqbench,phylum,exact_filtered,Perca flavescens,275313,NA,Species,Animalia,Chordata,Teleostei,Perciformes,Percidae,Perca,brackish|freshwater,Animalia,Chordata,Actinopterygii,Perciformes,Percidae,Perca,TRUE,worms_full,FALSE,NA,NA
Gibelion catla,"envirotox,wqbench",664,FALSE,FALSE,wqbench,phylum,exact_unaccepted_filtered,Labeo catla,318166,NA,Species,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Gibelion,brackish|freshwater,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Gibelion,TRUE,worms_full,FALSE,NA,NA
Litopenaeus vannamei,wqbench,664,FALSE,FALSE,wqbench,class,exact_unaccepted_filtered,Penaeus (Litopenaeus) vannamei,247789,NA,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Litopenaeus,marine|brackish,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Litopenaeus,TRUE,worms_full,FALSE,NA,NA
Lithobates pipiens,wqbench,654,FALSE,FALSE,wqbench,class,exact_filtered,Lithobates pipiens,1459634,NA,Species,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,freshwater|terrestrial,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,TRUE,worms_full,FALSE,NA,NA
Prochilodus lineatus,"envirotox,wqbench",627,FALSE,FALSE,wqbench,phylum,exact_filtered,Prochilodus lineatus,1016626,NA,Species,Animalia,Chordata,Teleostei,Characiformes,Prochilodontidae,Prochilodus,freshwater,Animalia,Chordata,Actinopterygii,Characiformes,Curimatidae,Prochilodus,TRUE,worms_full,FALSE,NA,NA
Brachionus plicatilis,"anztox,envirotox,wqbench",626,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Brachionus plicatilis,134982,NA,Species,Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Brachionus,marine|brackish|freshwater,Animalia,Rotifera,Monogononta,Ploima,Brachionidae,Brachionus,TRUE,worms_full,FALSE,NA,NA
Lithobates catesbeianus,wqbench,612,FALSE,FALSE,wqbench,class,exact_filtered,Lithobates catesbeianus,1116556,NA,Species,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,freshwater|terrestrial,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,TRUE,worms_full,FALSE,NA,NA
Gammarus pseudolimnaeus,"anztox,envirotox,wqbench",610,FALSE,FALSE,wqbench,class,exact_filtered,Gammarus pseudolimnaeus,490303,NA,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,freshwater,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,TRUE,worms_full,FALSE,NA,NA
Daphnia longispina,"anztox,envirotox,wqbench",609,FALSE,FALSE,wqbench,class,exact_filtered,Daphnia longispina,148373,NA,Species,Animalia,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia,brackish|freshwater,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,TRUE,worms_full,FALSE,NA,NA
Anabaena flosaquae,"anztox,wqbench",607,FALSE,FALSE,wqbench,class,fuzzy_filtered,Dolichospermum flos-aquae,1637127,NA,Species,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Aphanizomenonaceae,Dolichospermum,freshwater,Monera,Cyanophycota,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,FALSE,worms_full,FALSE,NA,NA
Hydrilla verticillata,wqbench,591,FALSE,FALSE,wqbench,genus,exact_filtered,Hydrilla verticillata,594785,NA,Species,Plantae,Tracheophyta,Magnoliopsida,Alismatales,Hydrocharitaceae,Hydrilla,freshwater,Plantae,Magnoliophyta,Liliopsida,Hydrocharitales,Hydrocharitaceae,Hydrilla,FALSE,worms_full,FALSE,NA,NA
Dunaliella tertiolecta,"anztox,envirotox,wqbench",585,FALSE,FALSE,wqbench,class,exact_filtered,Dunaliella tertiolecta,178590,NA,Species,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Dunaliellaceae,Dunaliella,marine,Plantae,Chlorophyta,Chlorophyceae,Volvocales,Dunaliellaceae,Dunaliella,TRUE,worms_full,FALSE,NA,NA
Lampsilis siliquoidea,"anztox,envirotox,wqbench",580,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Lampsilis siliquoidea,857326,NA,Species,Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Lampsilis,freshwater,Animalia,Mollusca,Bivalvia,Unionoida,Unionidae,Lampsilis,TRUE,worms_full,FALSE,NA,NA
Culex pipiens,"anztox,envirotox,wqbench",570,FALSE,FALSE,wqbench,class,exact_filtered,Culex pipiens,1629456,NA,Species,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,freshwater|terrestrial,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,TRUE,worms_full,FALSE,NA,NA
Corbicula fluminea,"anztox,envirotox,wqbench",546,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Corbicula fluminea,181580,NA,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,freshwater,Animalia,Mollusca,Bivalvia,Veneroida,Corbiculidae,Corbicula,TRUE,worms_full,FALSE,NA,NA
Fistulifera pelliculosa,wqbench,545,FALSE,FALSE,wqbench,class,exact_unaccepted_filtered,Synedra minutissima var. pelliculosa,577521,NA,Species,Chromista,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Fistulifera,freshwater,Chromista,Bacillariophyta,Bacillariophyceae,Pennales,Naviculaceae,Fistulifera,FALSE,worms_full,FALSE,NA,NA
Moina macrocopa,"anztox,envirotox,wqbench",542,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Moina macrocopa,1303079,NA,Species,Animalia,Arthropoda,Branchiopoda,Anomopoda,Moinidae,Moina,freshwater,Animalia,Arthropoda,Branchiopoda,Cladocera,Moinidae,Moina,TRUE,worms_full,FALSE,NA,NA
Rhinella arenarum,wqbench,537,FALSE,FALSE,wqbench,class,exact_filtered,Rhinella arenarum,1432726,NA,Species,Animalia,Chordata,Amphibia,Anura,Bufonidae,Rhinella,freshwater|terrestrial,Animalia,Chordata,Amphibia,Anura,Bufonidae,Rhinella,TRUE,worms_full,FALSE,NA,NA
Phaeodactylum tricornutum,"anztox,envirotox,wqbench",523,FALSE,FALSE,wqbench,class,exact_unaccepted_filtered,Phaeodactylum tricornutum,175584,NA,Species,Chromista,Heterokontophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,marine,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,FALSE,worms_full,FALSE,NA,NA
Gambusia holbrooki,"anztox,envirotox,wqbench",517,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Gambusia holbrooki,276134,NA,Species,Animalia,Chordata,Teleostei,Cyprinodontiformes,Poeciliidae,Gambusia,brackish|freshwater,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,TRUE,worms_full,FALSE,NA,NA
Philodina acuticornis,"anztox,envirotox,wqbench",514,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Philodina acuticornis,1795422,NA,Species,Animalia,Rotifera,Eurotatoria,Philodinida,Philodinidae,Philodina,freshwater|terrestrial,Animalia,Rotifera,Bdelloidea,Bdelloida,Philodinidae,Philodina,TRUE,worms_full,FALSE,NA,NA
Rhamdia quelen,"anztox,envirotox,wqbench",509,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Rhamdia quelen,1022983,NA,Species,Animalia,Chordata,Teleostei,Siluriformes,Heptapteridae,Rhamdia,freshwater,Animalia,Chordata,Actinopterygii,Siluriformes,Heptapteridae,Rhamdia,TRUE,worms_full,FALSE,NA,NA
Acartia tonsa,"anztox,envirotox,wqbench",507,FALSE,FALSE,wqbench,exact_name_priority,exact_unaccepted_filtered,Acartia (Acanthacartia) tonsa,104262,NA,Species,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,marine,Animalia,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia,TRUE,worms_full,FALSE,NA,NA
Ruditapes philippinarum,wqbench,503,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Ruditapes philippinarum,231750,NA,Species,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,marine,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Ruditapes,TRUE,worms_full,FALSE,NA,NA
Lepomis cyanellus,"anztox,envirotox,wqbench",488,FALSE,FALSE,wqbench,phylum,exact_filtered,Lepomis cyanellus,1022845,NA,Species,Animalia,Chordata,Teleostei,Centrarchiformes,Centrarchidae,Lepomis,freshwater,Animalia,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,TRUE,worms_full,FALSE,NA,NA
Ctenopharyngodon idella,"anztox,envirotox,wqbench",484,FALSE,FALSE,wqbench,phylum,exact_filtered,Ctenopharyngodon idella,154314,NA,Species,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Ctenopharyngodon,brackish|freshwater,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Ctenopharyngodon,TRUE,worms_full,FALSE,NA,NA
Pteronarcys californica,"anztox,envirotox,wqbench",483,FALSE,FALSE,wqbench,none,gbif_resolved,Pteronarcys californica,NA,2001399,SPECIES,Animalia,Arthropoda,Insecta,Plecoptera,Pteronarcyidae,Pteronarcys,NA,Animalia,Arthropoda,Insecta,Plecoptera,Pteronarcyidae,Pteronarcys,TRUE,gbif_full,FALSE,NA,NA
Gammarus fossarum,"anztox,envirotox,wqbench",477,FALSE,FALSE,wqbench,class,exact_filtered,Gammarus fossarum,478934,NA,Species,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,freshwater,Animalia,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,TRUE,worms_full,FALSE,NA,NA
Chlorella sp.,"anztox,wqbench",476,TRUE,FALSE,wqbench,genus_only,genus_resolved,Chlorella sp.,160576,NA,Genus,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella,marine|brackish|freshwater|terrestrial,Plantae,Chlorophyta,Chlorophyceae,Chlorococcales,Oocystaceae,Chlorella,TRUE,worms_full,FALSE,NA,NA
Perna viridis,"anztox,envirotox,wqbench",472,FALSE,FALSE,wqbench,class,exact_filtered,Perna viridis,367822,NA,Species,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Perna,marine,Animalia,Mollusca,Bivalvia,Mytiloida,Mytilidae,Perna,TRUE,worms_full,FALSE,NA,NA
Penaeus monodon,"anztox,envirotox,wqbench",464,FALSE,FALSE,wqbench,exact_name_priority,exact_unaccepted_filtered,Penaeus (Penaeus) monodon,210378,NA,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,marine|brackish,Animalia,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,TRUE,worms_full,FALSE,NA,NA
Notopterus notopterus,"anztox,envirotox,wqbench",463,FALSE,FALSE,wqbench,phylum,exact_filtered,Notopterus notopterus,281795,NA,Species,Animalia,Chordata,Teleostei,Osteoglossiformes,Notopteridae,Notopterus,brackish|freshwater,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Notopteridae,Notopterus,TRUE,worms_full,FALSE,NA,NA
Isochrysis galbana,"anztox,envirotox,wqbench",462,FALSE,FALSE,wqbench,phylum,exact_filtered,Isochrysis galbana,573884,NA,Species,Chromista,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,marine,Chromista,Haptophyta,Prymnesiophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,TRUE,worms_full,FALSE,NA,NA
Menidia beryllina,"anztox,envirotox,wqbench",455,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Menidia beryllina,159227,NA,Species,Animalia,Chordata,Teleostei,Atheriniformes,Atherinopsidae,Menidia,marine|brackish|freshwater,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinidae,Menidia,TRUE,worms_full,FALSE,NA,NA
